LED1 Timestamp (ms),LED1_PD1,LED1_PD2,LED2 Timestamp (ms),LED2_PD1,LED2_PD2
543820,13532,-46543830,13551,-48
543840,13543,-50543850,13545,-51
543860,13537,-53543870,13543,-42
543880,13537,-55543890,13539,-52
543900,13537,-54543910,13531,-52
543920,13537,-50543930,13532,-40
543940,13531,-46543950,13542,-43
543960,13545,-54543970,13532,-49
543980,13545,-54543990,13537,-45
544000,13531,-48544010,13553,-48
544020,13536,-39544030,13529,-45
544040,13520,-44544050,13511,-44
544060,13496,-48544070,13500,-61
544080,13507,-53544090,13469,-54
544100,13503,-60544110,13511,-53
544120,13502,-46544130,13513,-43
544140,13522,-54544150,13531,-47
544160,13545,-53544170,13537,-48
544180,13542,-51544190,13531,-44
544200,13531,-46544210,13535,-47
544220,13542,-48544230,13545,-39
544240,13549,-51544250,13535,-53
544260,13535,-52544270,13543,-46
544280,13531,-48544290,13534,-47
544300,13522,-51544310,13538,-52
544320,13541,-44544330,13540,-52
544340,13539,-52544350,13541,-38
544360,13539,-49544370,13552,-48
544380,13536,-53544390,13537,-48
544400,13539,-50544410,13535,-41
544420,13545,-50544430,13537,-39
544440,13536,-46544450,13540,-52
544460,13542,-40544470,13535,-52
544480,13539,-56544490,13530,-40
544500,13542,-37544510,13545,-47
544520,13530,-52544530,13537,-57
544540,13538,-47544550,13547,-40
544560,13543,-49544570,13539,-44
544580,13543,-44544590,13531,-46
544600,13545,-46544610,13559,-55
544620,13542,-44544630,13536,-53
544640,13531,-48544650,13533,-47
544660,13548,-50544670,13547,-43
544680,13531,-46544690,13535,-41
544700,13547,-46544710,13531,-42
544720,13546,-41544730,13528,-42
544740,13538,-47544750,13525,-48
544760,13531,-54544770,13532,-48
544780,13538,-57544790,13542,-43
544800,13538,-51544810,13536,-44
544820,13542,-57544830,13540,-54
544840,13536,-47544850,13544,-51
544860,13525,-47544870,13533,-47
544880,13538,-49544890,13542,-46
544900,13533,-52544910,13550,-40
544920,13532,-40544930,13539,-46
544940,13542,-53544950,13541,-57
544960,13532,-57544970,13543,-42
544980,13537,-47544990,13543,-41
545000,13531,-50545010,13535,-45
545020,13543,-50545030,13542,-45
545040,13525,-53545050,13508,-46
545060,13481,-45545070,13487,-52
545080,13499,-47545090,13482,-53
545100,13482,-45545110,13488,-47
545120,13495,-48545130,13514,-40
545140,13532,-46545150,13538,-46
545160,13545,-51545170,13545,-50
545180,13540,-57545190,13547,-43
545200,13541,-52545210,13538,-51
545220,13540,-52545230,13532,-45
545240,13544,-52545250,13535,-43
545260,13543,-52545270,13544,-40
545280,13540,-48545290,13509,-44
545300,13545,-43545310,13535,-54
545320,13533,-49545330,13540,-48
545340,13539,-51545350,13549,-44
545360,13536,-43545370,13536,-53
545380,13546,-41545390,13535,-37
545400,13529,-50545410,13550,-47
545420,13529,-50545430,13530,-52
545440,13537,-48545450,13529,-50
545460,13537,-49545470,13532,-49
545480,13534,-41545490,13545,-51
545500,13529,-60545510,13530,-56
545520,13541,-51545530,13541,-46
545540,13532,-40545550,13533,-40
545560,13529,-46545570,13533,-54
545580,13546,-45545590,13544,-38
545600,13529,-54545610,13545,-45
545620,13545,-51545630,13539,-48
545640,13534,-50545650,13532,-46
545660,13533,-45545670,13537,-61
545680,13538,-55545690,13546,-52
545700,13548,-48545710,13540,-50
545720,13544,-48545730,13535,-49
545740,13539,-41545750,13535,-48
545760,13529,-42545770,13537,-40
545780,13531,-50545790,13530,-47
545800,13523,-51545810,13548,-50
545820,13531,-56545830,13527,-53
545840,13526,-42545850,13536,-50
545860,13544,-46545870,13543,-50
545880,13533,-46545890,13544,-39
545900,13536,-43545910,13540,-49
545920,13538,-45545930,13542,-41
545940,13545,-44545950,13532,-37
545960,13545,-55545970,13539,-45
545980,13545,-41545990,13536,-49
546000,13547,-44546010,13540,-57
546020,13535,-49546030,13533,-53
546040,13516,-43546050,13501,-49
546060,13497,-49546070,13497,-45
546080,13512,-42546090,13520,-37
546100,13504,-44546110,13501,-43
